1	30799	342402	
2	30800	340187	
3	30812	337595	
4	30834	334183	
5	30851	331962	
6	30860	330934	
7	31030	319873	
8	31052	318630	
9	31068	317794	
10	31165	313650	
11	31247	310947	
12	31335	308268	
13	31417	305804	
14	31664	299258	
15	31859	294335	
16	31992	291216	
17	32007	290845	
18	32095	288942	
19	32283	285011	
20	32571	279140	
21	32897	272951	
22	33192	267485	
23	34006	253273	
24	34027	252922	
25	34105	251742	
26	34462	246587	
27	34555	245351	
28	34916	240583	
29	35552	232316	
30	35779	229457	
31	36213	224059	
32	36269	223356	
33	36533	220293	
34	36618	219375	
35	37344	211927	
36	37519	210142	
37	37916	206126	
38	38114	204216	
39	38202	203406	
40	38367	201885	
41	38705	199017	
42	38861	197698	
43	39088	195796	
44	39869	189576	
45	39919	189207	
46	40146	187619	
47	40236	187018	
48	40664	184135	
49	41098	181286	
50	41212	180580	
51	42634	172242	
52	43459	167788	
53	43690	166546	
54	45137	159268	
55	45857	155925	
56	46348	153878	
57	47079	150885	
58	47289	150049	
59	48203	146615	
60	49128	143247	
61	49610	141571	
62	50021	140138	
63	50933	137008	
64	51857	133925	
65	53107	130424	
66	54066	127927	
67	55286	124806	
68	55739	123719	
69	56585	121718	
70	57365	119897	
71	59260	115562	
72	60229	113514	
73	60257	113458	
74	60688	112572	
75	60716	112516	
76	61051	111846	
77	61333	111289	
78	62916	108285	
79	64357	105642	
80	65368	103877	
81	65821	103072	
82	66180	102446	
83	66303	102234	
84	66847	101335	
85	67403	100464	
86	68166	99288	
87	68849	98266	
88	70022	96592	
89	70888	95390	
90	72102	93746	
91	73061	92469	
92	73876	91421	
93	74618	90494	
94	75745	89091	
95	77542	87045	
96	77682	86886	
97	77757	86802	
98	82237	82177	
99	82914	81490	
100	83840	80609	
101	86657	78044	
102	87394	77387	
103	89276	75787	
104	90166	75053	
105	91138	74258	
106	91734	73784	
107	92128	73479	
108	94160	71931	
109	95675	70781	
110	96354	70294	
111	98324	68894	
112	101148	66915	
113	103004	65738	
114	103484	65444	
115	108117	62721	
116	110651	61339	
117	111988	60616	
118	113125	60031	
119	117426	57840	
120	118302	57406	
121	118854	57143	
122	120916	56167	
123	121141	56062	
124	123323	55065	
125	123500	54986	
126	126820	53621	
127	127442	53372	
128	129376	52618	
129	131290	51909	
130	131834	51708	
131	133411	51139	
132	134902	50603	
133	135175	50503	
134	138172	49436	
135	140573	48595	
136	141658	48216	
137	142809	47821	
138	143257	47668	
139	145700	46940	
140	149241	45921	
141	149469	45857	
142	150330	45630	
143	156324	44093	
144	156999	43922	
145	158581	43530	
146	160926	42957	
147	162758	42516	
148	164956	41996	
149	165711	41821	
150	167362	41443	
151	169763	40931	
152	170709	40732	
153	173500	40151	
154	175084	39822	
155	176682	39504	
156	180246	38874	
157	181686	38628	
158	185450	37986	
159	187377	37674	
160	187650	37631	
161	189685	37319	
162	190025	37267	
163	190342	37219	
164	194113	36658	
165	197100	36226	
166	199779	35897	
167	199972	35875	
168	201934	35655	
169	202463	35603	
170	205056	35344	
171	207111	35143	
172	209915	34873	
173	210444	34821	
174	217939	34185	
175	218891	34106	
176	219593	34050	
177	222116	33853	
178	230195	33233	
179	233086	33018	
180	244999	32180	
181	248133	31978	
182	249483	31898	
183	254209	31640	
184	254927	31601	
185	258464	31417	
186	259026	31391	
187	260703	31318	
188	261879	31273	
189	265789	31141	
190	268474	31060	
191	269532	31029	
192	270502	31002	
193	270781	30995	
194	271452	30979	
195	271731	30972	
196	279741	30804	
197	282962	30751	
198	287055	30699	
199	289345	30688	
200	300870	30631	
201	301659	30628	
