1	30583	328837	
2	30600	324840	
3	30630	319122	
4	30647	317018	
5	30659	315675	
6	30683	313202	
7	30694	312195	
8	30734	308981	
9	30752	307724	
10	30822	303004	
11	30895	298468	
12	30932	296687	
13	30965	295205	
14	31075	291091	
15	31103	290009	
16	31143	288656	
17	31253	285062	
18	31282	284175	
19	31584	275258	
20	31659	273294	
21	31754	271172	
22	32254	260127	
23	32380	257447	
24	32387	257333	
25	32764	250252	
26	32879	248108	
27	32970	246532	
28	33152	243725	
29	33230	242684	
30	33463	239724	
31	33654	237419	
32	34434	228364	
33	34437	228312	
34	34532	227318	
35	34812	224402	
36	35001	222478	
37	35045	222035	
38	35435	218271	
39	35709	215691	
40	36494	208606	
41	36683	206898	
42	37113	203186	
43	37365	201039	
44	37985	195839	
45	38121	194737	
46	38368	192703	
47	38395	192486	
48	38439	192188	
49	38519	191644	
50	38531	191537	
51	38889	189125	
52	39022	188231	
53	39066	187933	
54	39854	183010	
55	39894	182773	
56	40330	180145	
57	40415	179639	
58	41189	175297	
59	41523	173528	
60	43428	164140	
61	43997	161380	
62	44021	161277	
63	44582	158795	
64	44606	158692	
65	45312	155705	
66	45494	154995	
67	45518	154892	
68	46332	151788	
69	46725	150311	
70	47955	145683	
71	48214	144773	
72	49169	141564	
73	49347	140968	
74	49847	139329	
75	50245	138113	
76	50447	137495	
77	51638	134042	
78	51876	133377	
79	52519	131609	
80	53209	129773	
81	54207	127126	
82	56841	120481	
83	58097	117496	
84	58298	117020	
85	58680	116123	
86	61271	110919	
87	62146	109209	
88	62365	108786	
89	62536	108461	
90	63930	105868	
91	64375	105051	
92	66041	102352	
93	66240	102030	
94	66512	101595	
95	69073	97674	
96	69685	96758	
97	69711	96722	
98	71917	93571	
99	71943	93535	
100	73713	91213	
101	74496	90228	
102	75004	89594	
103	75712	88726	
104	75980	88400	
105	77731	86410	
106	78737	85274	
107	79127	84862	
108	80678	83220	
109	81373	82516	
110	81639	82248	
111	81737	82151	
112	83221	80745	
113	83891	80117	
114	84073	79958	
115	87558	76905	
116	87864	76653	
117	88095	76470	
118	89702	75194	
119	91286	73970	
120	91383	73897	
121	96373	70472	
122	96544	70355	
123	99080	68704	
124	102053	66786	
125	102854	66324	
126	105313	64921	
127	105498	64817	
128	107187	63873	
129	107993	63445	
130	109044	62895	
131	109057	62887	
132	109378	62725	
133	109391	62717	
134	114514	60278	
135	116528	59336	
136	116676	59269	
137	119268	58167	
138	123576	56474	
139	130734	53848	
140	132087	53366	
141	132571	53196	
142	133576	52859	
143	135976	52058	
144	136164	51998	
145	137604	51545	
146	141775	50248	
147	142354	50071	
148	143504	49729	
149	145303	49219	
150	146999	48764	
151	152435	47332	
152	154770	46718	
153	155516	46527	
154	156570	46267	
155	160970	45208	
156	161864	44994	
157	162829	44769	
158	163850	44549	
159	169271	43417	
160	172490	42788	
161	174919	42325	
162	179540	41473	
163	181148	41188	
164	182748	40922	
165	194394	39012	
166	194797	38948	
167	197415	38538	
168	199766	38190	
169	200677	38058	
170	201410	37958	
171	204012	37605	
172	204156	37586	
173	205175	37453	
174	206521	37278	
175	214091	36308	
176	214235	36289	
177	215630	36116	
178	216456	36015	
179	218826	35738	
180	220469	35558	
181	223314	35261	
182	223964	35194	
183	225328	35057	
184	226170	34974	
185	226225	34969	
186	226330	34959	
187	226385	34954	
188	231603	34496	
189	231763	34481	
190	231818	34476	
191	235411	34174	
192	240187	33777	
193	240242	33772	
194	244308	33448	
195	246020	33316	
196	247936	33173	
197	247991	33168	
198	250227	33006	
199	250649	32976	
200	255703	32630	
201	258360	32449	
202	261113	32272	
203	262348	32194	
204	263568	32125	
205	269034	31833	
206	269697	31801	
207	277320	31436	
208	277983	31404	
209	279818	31324	
210	281819	31239	
211	284483	31131	
212	285657	31084	
213	286532	31052	
214	287669	31016	
215	290352	30963	
216	295230	30875	
217	300862	30799	
218	305163	30746	
219	309478	30711	
220	313752	30688	
221	318190	30667	
222	318659	30666	
223	321156	30659	
224	322962	30657	
225	326507	30656	
