1	31250	314613	
2	31256	311647	
3	31259	310955	
4	31276	309504	
5	31322	306303	
6	31485	295893	
7	31560	291605	
8	31619	289373	
9	31635	288835	
10	31678	287646	
11	31816	283872	
12	31988	279292	
13	32283	271444	
14	32320	270521	
15	32358	269589	
16	32395	268666	
17	32534	265433	
18	32642	262941	
19	32707	261489	
20	32724	261096	
21	33132	252469	
22	33290	249342	
23	33358	248013	
24	33415	246994	
25	33690	242618	
26	33814	240868	
27	33983	238503	
28	34108	236873	
29	34369	233610	
30	34526	231933	
31	34718	229967	
32	35708	219948	
33	36369	213369	
34	36787	209255	
35	36940	207849	
36	37220	205344	
37	37309	204576	
38	37625	201962	
39	37760	200860	
40	38054	198570	
41	38151	197830	
42	38695	193800	
43	40255	182400	
44	40637	179894	
45	40921	178074	
46	41321	175567	
47	41635	173640	
48	42016	171386	
49	42787	167310	
50	42961	166480	
51	43025	166188	
52	43609	163580	
53	44300	160553	
54	44643	159062	
55	44898	157972	
56	45495	155454	
57	45989	153445	
58	46187	152689	
59	46689	150907	
60	48135	145927	
61	49021	142998	
62	49718	140788	
63	49989	139944	
64	50163	139404	
65	51204	136275	
66	51515	135402	
67	51535	135336	
68	53409	130127	
69	53446	130033	
70	53763	129179	
71	54011	128523	
72	54666	126803	
73	55058	125828	
74	55690	124279	
75	56860	121497	
76	57714	119479	
77	58538	117591	
78	58609	117427	
79	58967	116614	
80	59243	116031	
81	60302	113789	
82	60892	112593	
83	61851	110679	
84	63461	107746	
85	63868	107019	
86	64732	105522	
87	66295	102871	
88	67792	100532	
89	69959	97180	
90	71984	94374	
91	72333	93897	
92	72646	93476	
93	72901	93177	
94	75999	89664	
95	76086	89569	
96	76446	89172	
97	77868	87615	
98	77955	87520	
99	80073	85241	
100	81056	84194	
101	81143	84099	
102	82708	82452	
103	84739	80406	
104	86837	78468	
105	86905	78407	
106	88934	76553	
107	89002	76492	
108	89568	75991	
109	89636	75930	
110	90085	75567	
111	93569	72774	
112	96703	70322	
113	97222	69938	
114	97379	69825	
115	100103	67834	
116	100260	67721	
117	101120	67129	
118	101601	66813	
119	103134	65822	
120	103371	65672	
121	103867	65361	
122	105784	64201	
123	107227	63387	
124	108390	62742	
125	110700	61478	
126	112178	60697	
127	112954	60301	
128	114066	59755	
129	114421	59581	
130	114992	59307	
131	119021	57408	
132	120184	56877	
133	121548	56267	
134	122167	55993	
135	123850	55275	
136	127113	53905	
137	127453	53770	
138	130852	52421	
139	131711	52081	
140	135893	50568	
141	138360	49729	
142	140766	48932	
143	142353	48428	
144	143324	48144	
145	144708	47764	
146	147083	47114	
147	148213	46807	
148	152824	45631	
149	153800	45401	
150	156376	44809	
151	159438	44108	
152	160035	43977	
153	163249	43279	
154	164122	43097	
155	165817	42749	
156	166372	42637	
157	169421	42047	
158	170082	41920	
159	172278	41511	
160	173847	41227	
161	176242	40800	
162	178548	40409	
163	181529	39918	
164	182272	39804	
165	185068	39377	
166	187376	39028	
167	189741	38695	
168	191660	38428	
169	192570	38301	
170	194942	37975	
171	199146	37417	
172	200624	37222	
173	201719	37080	
174	202177	37023	
175	206123	36541	
176	207040	36430	
177	208894	36213	
178	209201	36178	
179	214765	35558	
180	215199	35510	
181	220154	34975	
182	222021	34776	
183	223927	34577	
184	232336	33718	
185	235582	33391	
186	240037	33054	
187	240939	32989	
188	241901	32922	
189	244549	32746	
190	246520	32629	
191	248189	32537	
192	250658	32405	
193	261592	31843	
194	262110	31816	
195	265656	31663	
196	266775	31624	
197	267173	31611	
198	268546	31567	
199	278872	31249	
200	280933	31199	
201	285126	31109	
202	293826	30936	
203	295138	30915	
204	295740	30906	
205	298625	30871	
206	316602	30686	
207	319163	30663	
208	319712	30662	
209	327671	30656	
