1	22715	170369	
2	22718	168879	
3	22754	162252	
4	22794	159967	
5	22906	155611	
6	22944	154319	
7	23193	145806	
8	23215	145110	
9	23237	144554	
10	23508	139093	
11	23749	134665	
12	23960	131032	
13	24500	122109	
14	24754	118710	
15	25244	112499	
16	25524	109065	
17	25799	106144	
18	25916	105054	
19	25956	104715	
20	26264	102476	
21	26925	98334	
22	27296	96177	
23	27850	93472	
24	28105	92288	
25	28504	90416	
26	29499	85949	
27	29699	85173	
28	29773	84903	
29	30285	83151	
30	31468	79225	
31	31869	77931	
32	32910	74747	
33	33440	73159	
34	34762	69256	
35	34922	68815	
36	35950	66272	
37	36293	65563	
38	36602	64965	
39	37028	64151	
40	38263	62051	
41	38541	61591	
42	40173	58908	
43	41110	57435	
44	43594	54496	
45	47162	50618	
46	47693	50053	
47	48517	49193	
48	49759	47924	
49	50476	47244	
50	52403	45542	
51	54606	43627	
52	57249	41472	
53	59410	39817	
54	60739	38995	
55	61627	38466	
56	61762	38386	
57	62562	37928	
58	63520	37384	
59	65457	36295	
60	65992	36016	
61	67952	35024	
62	69572	34284	
63	70369	33927	
64	71387	33493	
65	76072	31506	
66	79003	30406	
67	83936	29025	
68	86389	28352	
69	87896	27941	
70	89229	27584	
71	90055	27368	
72	91072	27128	
73	93947	26467	
74	95226	26204	
75	98114	25628	
76	98628	25542	
77	100967	25149	
78	105087	24536	
79	105527	24478	
80	106224	24391	
81	108749	24080	
82	109569	23988	
83	111996	23741	
84	118568	23111	
85	120618	22946	
86	123690	22739	
87	123948	22725	
88	125266	22652	
89	128946	22483	
90	133537	22292	
91	136819	22210	
92	137533	22194	
93	139684	22153	
94	144682	22084	
95	146414	22075	
